,pelusium c.,Pelusium,getulia,Getulia,ctesiphon,c. Ectesifon,balearicum m.,Balearicum,occidentalis o.,Oceanus occidentalis,libia ethiopes,Libia Aethiopum,libia libia v.,libia libia,horeb m.,mons hor,galilea inferior,galilea inferior,dardania,dardania
,daphnai,Tapnis,tingitania,Tingitanea,archimedon,c. Archimedon,maiorca,Balearis maior,septentrion o.,Oceanus spetentiron,sina m.,Mons Sina,ascalon,ascalon,abarim m.,mons abarim,amanus m.,mons amanus,perusium,perusium
,alexandria in egyptus c.,Alexandria,tingis,Tingis,edessa,c. Edessa,minorca,Balearis minor,scyticus o.,Occeanus sciticus,libia cirenensis,Libia Cirinaria,lincolina c.,lincolina,idumea,idumea,tanais fl.,fl. tanais,ebredunum,ebredunum
,memphis,Memphis,mauritania,Mauritania,babilon c.,c. Babilon,bar,Bar,orientalis o.,Occeanus orientalis,hesperia c.,Hisperidum,scotia,scocia,seyr m.,mons seyr,tiberis fl.,fl. Tiberis,leugas,leugas
,babilonia r.,Babilonia,cesarea in palestine,Cesarea,adrianopolis,c. Adrianopolis,barcinona,Bacinola,euxinus pontus,Euxinus Pontus,tribus zabulon,Tribus Zabulon,wasconia,vasconia,judea,iudea,troia,troia,bononia francia,bononia
,heliopolis,Oliopolim,ethiopia occidentalis,Ethiopia Occidentalis,arca noe,archa Noe,basidim,Basidim,meotides mare,Mare Meotis,riphei m.,Montes Ripam,pharici,farici,hermon m.,mons hermon,tigris fl.,fl. Tigris,bituris c.,biturrica
,phison,Phison,gades,Gades,seleucia in siria,c. Seleucia,basilea c.,Basilia,tyle,Thyle,meroe i.,Meroen Insula,labro prominente g.,gens labro prominente,carmelus m.,carmelus,umbria m.,mumbara,listra,listra
,garema,Garema,atlas m.,Mons Athlas,lauditia c.,c. Lauditia,basilicus,Basiliscus,hiberus i.,Hiberus,danaper fl.,Danaper Flumen,isauria? licia?,provincia ysauriea? Lycia?,gelboe m.,mons gelboe,moesia,moesia,wasconia,gasconia
,cartago in africa,Cartago,ethiopia orientalis,Ethiopia Orienatalis,antiochia,Antiochia,batavia,Batavi,hibernia,Hybernia,dara fons,Fons Dara,scythia superiore,sithia superior,thessalia,thessalia,padus fl.,padus,basilea c.,basel
,nilus,Nilus,roma,Roma,temiscerii campi,Temiscerii campi,berenice p.,Besime portus,anglia,Anglia,zeugis r.,Zugis regio,franconia,franconia,olympus m.,olympus,corinthus c.,corinthia,roucestria,roucestria
,meroe i.,Meroe,burdigala,Burdeles,decusa,c. Decusa,belvagus,Belvagus,scotia,Scocia,pentapolis,Pentapolis,mauretania superiore,mauritania superior,pindus m.,pindus,ganges fl.,fl. Ganges,armenia,armenia
,monasterium sancti petri,Monasterium Sancti Petri,londonia,Londonia,cesarea philippi,c. Cesarea Philippi,beneventum,Beneventum,india ultima,India ultima,arca noe,Arca Noe,euroauster v.,euro auster,ossa m.,ossa,judah,iuda,alpes,alpes
,horrea josep,Orrea Iosep,cantuaria,Cantuaria,nazareth,c. Nazareth,berenice in libya c.,Berenice,phenix,Phenix,fasga m.,Mons Fasga,meotides paludes,meotides palus,focida,focida,elamite,elamite,rithymna,in rima
,berenice in libya c.,Beronice,dublina,Dublina,capernaum,c. Capharnaum,beroe,Beroe,africa,Affrica,gaulolum g.,Gentes Gaulolum,transitus hebreorum,transistus ebreorum,parnassus m.,parnassus,alemannia,alemannia,corinthus c.,corinthus
,terra arenes et sterilis,Terra arenes et sterilis,armachus,Armachus,nicomedia,c. Nichomedia,bethania,Bethania,zeugis r.,Zeugetana,tribus dan,Tribus Dan,arabia,arabia,citherus m.,citherus,arnon c.,arnon,anglia,anglia
,are philenorum,Are Philonorum,sancti andree,Sancti Andree,tyrus,c. Tyrus,bethel,Bethel,bizantium,Bysancea,tarsus,Tharso Ciliciae,psambari,prosumbari,helicon m.,elicomus,arnon fl.,arnon,phison,phison
,columpne herculis,Columpne Herculis,,,ioppe,c. Ioppe,bethlehem,Bethleem,numidia,Numidia,neptalim,Neptalim,euxinum mare,mare eusinum,euboea,euboea,asher,aser,rodus,rodos
,transitus hebreorum,[Transitus Israelis],,,jerusalem,c. Ierusalem,bethoron,Bethoron,mauritania cesariensis,Mauritania cesariensis,salinarus lacus,Lacus Salinaruus,nothus v.,nothus,parchenius m.,parchenius,anthropophagi,anthropophagi,anthropophagi,anthropophagi
,pirenei m.,Mons Pireneus,,,bethlehem,c. Bethleem,bethsaida,Bethsaida,mauritania tingitana,Mauritania tingitana,super ardens m.,Mons Super Ardens,eliothes v.,eliothes,grecia,grecia,dan fons,fons dan,pharsalus?,parchadus
,rubrum mare,[Mare Rubrum],,,jericho,Iericho,baetica,Betica,ethiopum terra,Terra Ethiopum,aureus m.,Mons Aureus,hibernia,ybernia,sicilia,sicilia,hister fl.,fl. Hister,passaidie,passande
,persicus s.,[Sinus Persicus],,,seres c.,c. Seres,baetis fl.,Betis,ethiope d.,Deserta Ethiopie,albanorum r.,Albanorum Regio,alpes godard,alpes godard,athos m.,athos,hydaspis fl.,fl. Ydaspis,armenia,armenia
,nubie m.,[Montes Nubie],,,safris,uicus Safrim,birete,Birete,cartago in africa,Cartago,olympus m.,Mons Olimpus,parthia r.,partya,etna m.,ethna,libani m.,m. libanus,calcedonia c.,calcidonia
,alpes,[Alpes],,,hyrcania superior,Hircania superior,bithynia,Bithinia,septem m.,Septem montes,hispania citerior,Ispania Citerior,ophir?,orife insula,alpes gothice,alpes iulie cotie,ligeris fl.,liger fl.,bathe,bathe
,murus alexandri,[Murus Alexandri],,,sarmathana c.,c. Sarmathana,bituris c.,Bituris,ponticum mare,mare ponticum,gilead m.,Mons Galaad,malva fl.,malva,licabantus m.,licabantus,maximus lacus,lacus maximus,andropolis,andropolis
,paradisus,[Paradisus],,,catippi c.,c. Catippi,bituriges r.,Bituiges,brachium georgicum,Brachium Georgicum,manasse,Mannase,egyptus,egiptus,soluris m.,solurius,hippo r.,yppone regium,nubii g.,nibei
,amyctreae,[Amyctreae],,,alexandria in scythia c.,c. Alexandria,bizacium c.,Bizachium,macedonicum mare,Mare Macedonicum,tingis,Tingis metropolis,notingera,notyngera,calpes m.,calpes,cotonare p.,cotonare portus,osca,osca
,ora conserta g.,[Gens Ora Conserta],,,armenia superior,Armenia superior,bizantium,Bizantium,adriaticum mare,Mare Adriaticum,hunorum g.,Hunorum gens,oliveti m.,mons oliveti,atlas m.,athlas,ascalon,ascalon,edenburgh,edenburgh
,monoculi,[Monoculi],,,hiberia,Hiberia ,bizacena,Bizazena,tyrenum mare,Mare Tyrenum,arabica d.,Arabica deserta,sina m.,mons syna,ganges fl.,ganges,bethlehem,bethleem,weccla,weccla
,marmini,[Marmini Ethiopes],,,hyrcania inferior,Hircania inferior ,blemmye,Blemii,thatanna,Thatanna,cesarea philippi,Cesarea Philippi,monoculi,monocollus,hydaspis fl.,idaspes,rothomagum,roem,pomponiana,pomponiana
,blemmye,[Blemmye],,,albania superior,Albania superior,boeotia,Boetia,mavania,Mavania,parthau m.,Mons Farthau,carent linguis g.,gentes carent linguis,indus fl.,indus fl.,germanicus s.,sinus germanicus,syene,syene
,oculos in humeris,[Oculos in humeris],,,amazonia r.,Regio Amazonum ,bogdada,Bogdada,mona,Mona,caspium mare,Mare Caspium,austerafricus v.,auster affricus,araris fl.,araris,amazonia r.,amazonia,pergen,Pergen Pansius
,trogodite,[Trogodite],,,are alexandri,are Alexandri,bonacon,Bonachus,orcades i.,Orcades,sicilia,[sicilia],columpne herculis,columpne herculis,bactrus fl.,bactus,lucania,lucania,phanesii,phanesii
,artobatitis,[Artobatitis],,,meotides paludes,Meotide paludes,bononia francia,bononia,albatia i.,Albacia,borei promontorium,[promontori borei],septentrio v.,septentrio,nilus,nilus,arabica d.,arabica deserta,lincolina r.,Lindeseya
,psambari,[Psambari],,,hyrcania silva,Hicania silua,bononia italia,Bononia,octogora c.,Octosgorra,columpne herculis,[columpne herculis],jordanis fl.,iordanis,jordanis fl.,iordanis,minorca,minorga,subsolanus v.,subsolanus
,cinocephales,[Cynocephales],,,arumphei,Arimphei,boreus fl.,Boreus,samara m.,Samara,nili fons,[fons nili],oriens,oriens,cidnus fl.,cignus,mene i.,mene insula,frigia,frigia
,sine naribus,[Sine naribus],,,ypanis fl.,fl. Ypanes,boreus c.,Boreus,colchos c.,Cholchos,transitus hebreorum,[transitur hebreorum],assiria,asyria,araxis fl.,araxis,cimericum mare,mare cimericum,apollonia c.,appollonia
,phanesii,[Phanesii],,,lemannus fl.,fl. Lemannus,bosphorus,Bosforus,solis i.,Insula solis,,,accon,civitas acon,scythia inferiore,scythia inferiori,frigia,frigia,strongile,strongile
,anthropophagi,[Anthropophagi],,,dravus fl.,fl. Drabo,bosos,Bosos,taprobana,Taprobana insula,,,bononica i.,bononica insula,pactolus fl.,pactolus,sidon c.,sidon,calipso i.,calippso
,auster v.,Auster vel Nothus,,,savus fl.,fl. Sabo,bracara c.,Bracara,argire,Argire,,,numidia,nyundia,hermus fl.,hermus,triton lacus,lacus,nucaria,nucaria
,septentrio v.,Ventus Septentrionalis,,,strimon fl.,fl. Strimon,bragmania r.,Bragmania,canaria i.,Canaria,,,rubrum mare,mare rubrum,hebrus fl.,hebrus,catabathmon m.,mons catabathmon,telmel,telmel
,subsolanus v.,Subsolanus,,,danubius fl.,fl. Danubius,bragmania c.,Bragmania,nibaria,Nibaria,,,pruscia r.,pruscia,eurotas fl.,eurotas,oriens,oriens,cestria,cestria
,zephirus v.,Ventus Zephirus,,,tiberis fl.?,fl. Ty[?],bragmani g.,Bragmani,junonia,Iunonia,,,sancti jacobi c.,sancti iacobi,inachus fl.,inachus,isachar,ysachar,sestos c.,sertos
,euronothus v.,Ventus Euronothus,,,renus fl.,fl. Renus,brigantia,Brigantia,brionia,Brionia,,,sirtes maiores,cirtes maiores,herimantus fl.,erimanthus,jor fons,fons ior,chorus v.,chorus
,aufricanus v.,Ventus Aufricinus,,,rodanus fl.,fl. Rodanus,britannia,Britannia,gorgades i.,Gorgodes,,,ethiopes arabea g.,gens arabea ethiops,sperchius fl.,sperchius,jerusalem,ierusalem,yampnia,iampnia
,eurus v.,Ventus Euro,,,theodosia,c. Theodosia,britannia minor,Briannia minor,beata,Beata,,,siria,syria,padus fl.,padus,geon fl.,fl. Gion,ambari,ambari
,wulturnus v.,Ventus Wulturnus,,,alania,Alania,britannicum m.,Britannicum,columpne herculis,Columpne Herculis,,,arumphei,arimphei,tiberis fl.,tyberis,aureus m.,aurei montes,wallia,wallia
,circius v.,Ventus Circius,,,cersona,c. Cersona,britannicus s.,Britannicus,gades,Gades,,,calvarie m.,mons calvarie,danubius fl.,danubius vel ister,pictavia r.,picatvis,venetia,venicia
,aquilo v.,Aquilo,,,scythia inferiore,Scitia inferior,brucii,Britia,liparis i.,Liparis,,,grecia,grecia,hister fl.,danubius vel ister,hyperborea g.,gens yperborea,bactria r.,bactria
,libonothus v.,Libonothus,,,constantinopolis,c. Constantinopolis,brixia,Brixia,maiorca,Maiorica,,,dacia,dacia,renus fl.,renus,gallicus fl.,fl. Gallacus,auster v.,auster
,chorus v.,Ventus Corus,,,ransburg,c. Ransburg,brixon fl.,Brixon,minorca,Minorica,,,capua,capua,rodanus fl.,rodanus,tracia r.,tracia,fauni,fauni
,nothus v.,Auster vel Nothus,,,eraclea in boeotia,c. Eraclea,brundisium,Brundusium,sicilia,Sicilia,,,sicilia,sicilia,mosa fl.,mosa,egyptus inferior,egiptus inferior,craculus,craculus
,,,,,beroe,c. Beroe,brucii,Bruttii,corsica,Corsica,,,saba,saba,sequana fl.,sequana,garonna,fl. Garunna,turonis,turonis
,,,,,larissa,c. Larissa,burdigala,Burdegala,poncia,Poncia,,,cessias i.,cessias insula,ligeris fl.,ligeris,chobar fl.,fl. Cobar,aquisgranum,Aquisgranum
,,,,,lorum,c. Lorum,burgundia,Burgundia,creta,Creta,,,parnias v.,parnias,hiberis fl.,hyberus,letheus fl.,lethon fl.,ostricius,ostricius
,,,,,corinthus c.,c. Chorintus,burgundiones,Burgundiones,naxos,Naxo,,,tile,thilos insula,galicia,gallitie,maiorca,maiorga,india,india
,,,,,athena,c. Athene,cabilones,Cabilones,rodus,Rodus,,,capria i.,insule caprarie,mineus fl.,mineus,cardia c.,cardia,salumias,salem
,,,,,dirracium,c. Dirracium,cadurx,Cadurx,tenedos i.,Insula Tenedos,,,subsolanus v.,subsolanus,cartagena r.,Kartaginis,gilead m.,mons galaad,petra,petra
,,,,,thebe in boeotia,c. Thebe,calabria r.,Calabria,paradisus,Paradisus,,,arsida,arsida insula,tagus fl.,tagus,rinocorua fl.,rinocorua,babilon c.,babilonia
,,,,,bononia italia,Bononia,calaminica,Calaminica,antipodes,Antipodes,,,pictavia r.,pictavia,bagrada fl.,bagrada,rinocorua c.,rinocorua,burdigala,burdegala
,,,,,mediolanum,c. Mediolanum,chalearsus lacus,Calcarsus,plaga australis,Plaga australis,,,pigmei,pigmei,taprobana,taprobane,campania,campania,edissa i.,edissa
,,,,,italia,Italia,calcedonia c.,Calcedonia,zona australis frigida,Zona australis frigida,,,moesia,misea,tyle,tyle,andegavia r.,andagavis,cocadrillos,cocadrillus
,,,,,roma,c. Roma,calipso i.,Calipso,zona fervida inhabilitabilis,Zona fervida inhabilitabilis,,,hyrcania,hyrcania,argire,argira,propontis mare,mare propontidis,hyperborea g.,yperborei
,,,,,ravenna,Rauenna,calpes m.,Calpe,occeanus filiis adae incognitus,Occeanus filiis Adae incognitus,,,galatia,gallacia,crise,crisa,numidia,numidia,junonia,iunonia
,,,,,gallia,Gallia,cameleopardus,Cameleopardus,,,,,hungaria,hungaria,mediterraneum mare,mari magno,cyclades,cyclades insule,panisus,panisus
,,,,,magontia,c. Magontia,cameracus,Cameracus,,,,,tyle,Tile insula,phaneriorum i.,phaneriorum,colchos r.,cholcos,gansmir,gansmir
,,,,,normannia,Normannia,campania,Campania,,,,,palestina,palestina,albatia i.,albatia,hesperus m.,mons hisperus,nisa,nisa
,,,,,rothomagum,c. Rotomagus,campi c.,Campi,,,,,cyclopes g.,culopes,hyperborea i.,iperborea,bactria r.,bactria,africus v.,affricus
,,,,,belvagus,c. Beluacus,canaria i.,Caninaria,,,,,sirtis,cirses,apallina i.,apolitana,rodanus fl.,fl. Rodanus,glestonia,glestonia
,,,,,remis,c. Remis,canopus i.,Canopia,,,,,northampton,northampton,gangavia i.,gangavia,brucii,brucii,flandria,flandria
,,,,,lugdunum,c. Lugdunum,catabathmon m.,Cantabathmon,,,,,mortuum mare,mare mortuum,glosaria i.,glosaria,norwegia,noreya,cenomanis,cenomanum
,,,,,arelatum,c. Arelatum,cantabria,Cantabria,,,,,retia,rethica,norimannia i.,norimannia,rodus,rodos,liparis i.,lipara
,,,,,provincia r.,Prouintia,cantabricus s.,Cantabricus,,,,,sidissay ,civitas sidissay,orcades i.,orchades,benjamin,beniamin,mesopotamia,mesopotamia
,,,,,burdigala,c. Burdegala,capernaum,Capharnaum,,,,,bithynia,bithinice,tile,tile,simeon,simeon,stopcemes i.,stopcemes
,,,,,aquitania,Aquitania,capadocia c.,Cappadocia,,,,,sirtes,cirtes,scotia,scotia,nubie p.,porte nibie,leuctrae,leustree
,,,,,hispania,Hispania,capadocia r.,Cappadocia,,,,,getulia,getulia,britannia,britannia,noricus,noricus,wircester,wircester
,,,,,cesar augusta c.,c. Cesaraugusta,capria i.,Capria,,,,,normannia,normannia,hibernia,hybernia,bizacena,bizacena regio,tripolitana r.,tripolitana
,,,,,cordoba,c. Corduba,capsa colim,Capsa Colim,,,,,helles fl.,ellodia,fortunate,insule fortunate,ardens m.,mons ardens,licaonia,licaonia
,,,,,archipoleta lacus,Archipoleta lacus quem Nilus ingreditur,capua,Capua,,,,,ora conserta g.,gentes habent ora conserta,hesperidum i.,insule hesperidum,orcades i.,orcades,tigris fl.,tigris
,,,,,nilus emergit,hinc Nilus emergit,cariz m.,Carais,,,,,selandia,selandia,gorgades i.,insule gorgades,apulia,apulia,brema,brema
,,,,,bagrada fl.,fl. Bagrada,caralitani,Caralitani,,,,,pathmos,pathmos,gaulonum i.,insula gauleum,damascus,damascus civitas,arimaspi,arimaspi
,,,,,ansaga fl.,fl. Ansaga,caria,Caria,,,,,amalach r.,regio amalech,ictiofagorum i.,insula ictiofagorum,dravus fl.,drava,achillea,achillea
,,,,,dara fl.,fl. Dara,carmea,Carmea,,,,,turris in macedonia,turre macedonia,adanum i.,adamus,babel,babel,paretonium,paretonium
,,,,,nuchul fl.,fl. Nuchul qui et Nilus,carmelus c.,Carmelus,,,,,eurus v.,eurus graece,coneus i.,coneus,sardinia,sardinia,dirracium,duracium
,,,,,nilus,fl. Nuchul qui et Nilus,carmelus m.,Carmelus,,,,,renus fl.,renus fluvius,malichu i.,malicus,acheron fl.,fluvius acheron,dobera,dobera
,,,,,astrixis m.,mons Astrixis,carnotum,Carnotum,,,,,suevia,suevia,gades,gades,mosa fl.,mosel,eleusia,eleusia
,,,,,atlas m.,mons Athlas,carpatium mare,Carpaium,,,,,nilus,nilus,baleares i.,baleares,longobardia,longobardia,tracianopolis,tracianopolis
,,,,,lupus  cornutus,lupus cornutus,carpatos i.,Carpatos,,,,,bizantium,byzancium,stricades i.,stricades,nisa,nisa civitas,hyrcani g.,hircani
,,,,,leo,leo,carra,Carra,,,,,egyptium mare,mare egiptiacum,sardinia,sardinia,sirtes maiores,sirtes maiores,consentium,sonfenca
,,,,,simie,simie,cartago in africa,Carthago,,,,,corsica,corsica,corsica,corsica,danorum et saxanum terminus,terminus danorum et saxanum,accon,acaron
,,,,,serpentes,serpentes,carthagensis mare,Carthaginense,,,,,cyprus,cyprus,cephalonia i.,cephalina,iturea r.,iturea et traconitidis regio,salodorum,salodorum
,,,,,coluber mire longitudinis,coluber mire longitudinis,caspie p.,Caspie Porte,,,,,frisia,friscia,cyclades,ciclades,traconitidis r.,iturea et traconitidis regio,nicomedia,micomedia
,,,,,prester,prester,caspium mare,Caspium,,,,,albania,albania,rodus,rodos,europe et affrice terminus,terminus europe et affrice,elamite,lamite
,,,,,ethiopie d.,Ethiopum deserta loca ,caspius m.,Caspius,,,,,aquitania,aquitania gallia,tenedos i.,tenedos,taprobana,taprobana insula,zazintus i.,zazintus
,,,,,monasteria monachorum egyptiorum,monasterium monachorum Egypti,catalonia,Cathalaunus,,,,,eboracum,eborum,carpatos i.,carpathos,effraim m.,effraim et dimidia tribus manasse,gangines g.,gangines
,,,,,egyptus d.,Egyptiaca deserta,cathmorum,Cathmi,,,,,brabancia,brabancia,citherea i.,cythera,dimidia tribus manasse,effraim et dimidia tribus manasse,vulcano i.,hiera
,,,,,meroe c.,Meroe c.,caucasus m.,Caucasus,,,,,danubius fl.,danubius fluvius,cyprus,cyprus,sancti antonii monasteria,monasteria Sancti Antonii,persia,persida
,,,,,castra alexandri,castra Alexandria,cedar,Cedar,,,,,euronothus v.,euro nothus,sidon i.,sidon,ruben,Ruben et Gad et dimidia tribus Manasseh,capileus,capileus
,,,,,paretonium,c. Paretonium,cenneret,Cenereth,,,,,tripolitana r.,tripolitana,creta,creta,gad,Ruben et Gad et dimidia tribus Manasseh,lesbos i.,lesbos
,,,,,sirtes,syrtes,cinocephales,Cenocephali,,,,,india ultima,ultima india,pathmos,pathmos,dimidia tribus manasse,Ruben et Gad et dimidia tribus Manasseh,saba,saba
,,,,,are philenorum,are Philenorum,cenomanis,Cenomannis,,,,,cilicia,silisia,chaldea,caldea,sabaria sancti martini,sabarria civitas Sancti Martini,charax,carax
,,,,,tuburbis,c. Tuburbis,centumcellis,Centumcellis,,,,,hanaldia,hanaldia,babilon c.,babylon,fialus fons nili,fialus Fons Nili,albani,albani
,,,,,cartago in africa,c. Cathargo,cerastes,Cerastes,,,,,libonothus v.,libonothus,assiria,assiria,nilus immergit,hic mergitur Nilus,eonee i.,eonee insule
,,,,,bizacium c.,c. Bizatium,ceronia,Ceronia,,,,,anthropophagi,androfagi,nineveh,ninive,dacia,dascia et russia,philenorum are,aree philenorum
,,,,,hippo r.,Yppo Regium,cersona,Cersona,,,,,africa,affricus,india,india,ruscia,dascia et russia,ethiope m.,montes ethiopie
,,,,,septem oppidum,c. Septem oppidum,cervi,Cervi,,,,,zephirus v.,epherus,nisa,nisa,grifes,griffe,taprobana,taphana
,,,,,lixus c.,c. Lix,cesar augusta c.,Cesaraugusta,,,,,soldanus tarsie,soldanus tarsie,media r.,media,asie et europe terminus,terminus asie et europe,bragala fl.,fluvius bragala
,,,,,hesperia c.,c. Esperia,cesarea in capadocie,Cesarea Capadocie,,,,,trogodite,trigogites,media c.,media,asie et affrice terminus,terminus asie et affrice,sarnus fl.,fluvius sarnus
,,,,,octogora c.,c. Octorogorra,cesarea in palestine,Cesarea Palestine,,,,,crise,crisa insula,susis,susis,gog et magog,gog et magog,aspala fl.,fluvius aspala
,,,,,circius v.,circius qui est gallicus,cesarea philippi,Cesarea Philippi,,,,,gymnosophiste,gignosophiste,ctesiphon,hyctesiphon,,,gerara,gerara
,,,,,gallicus v.,circius qui est gallicus,cesaria in mauritania,Cesaria,,,,,narbonensis r.,nabonensis,bactria r.,bactria,,,tiber c.,tiberus
,,,,,,,ceutria,Ceutria,,,,,hiberia,hyberia,bactria c.,bactrum oppidum,,,helles fl.,fluvius helles
,,,,,,,chadesbarne,Chadesbarne,,,,,sidon c.,sidon,carras,charra,,,gamara,gamara
,,,,,,,chaldea,Chaldea,,,,,braca i.,braca insula,edessa,edessa,,,corarus fl. ,fluvius corarus
,,,,,,,cana,Chana,,,,,malva fl.,malva,calanne,calanne,,,fasga m.,mons fasga
,,,,,,,carras,Charra,,,,,carmania,carmana,seleucia in mesopotamia,seleucia,,,phitonis promuntorium,Phitonis Promunctorium
,,,,,,,chios,Chion,,,,,cephalonia i.,insula cefalonia,philadelphia,philadelphia,,,aracusia,aracusia
,,,,,,,chobar fl.,Chobar,,,,,adanum i.,adanus insula,octogora c.,ortogorra,,,astrixis m.,mons astrixis
,,,,,,,colchos i.,Cholcos,,,,,bristol,bristol,samarcan c.,samarchan,,,rugone,rugone
,,,,,,,choos,Choos,,,,,janua,ianua,attippi c.,attippi,,,fareie i.,fareie
,,,,,,,cyclades,Cyclades,,,,,andegavia r.,andegavia,alexandria in scythia c.,alexandria,,,carnarvan,Carnaruan
,,,,,,,cidnus fl.,Cignus,,,,,baleares i.,insule baliaris,scythiopolis,scitopolis,,,moabite,moabite
,,,,,,,cilicia,Cilicia,,,,,sine naribus,gentes sine naribus,safris,vicus saphiri,,,vivaria i.,Viuaria
,,,,,,,cilicus s.,Cilicus sinus,,,,,alexandria in egyptus c.,alexandria,antiochia,antiochia,,,neapolis,neapolis
,,,,,,,cimera m.,Cimera,,,,,bavaria,bavaria,damascus,damascus,,,palestina,Palestinam
,,,,,,,cimericum mare,Cimericum,,,,,arca noe,archa noe,seleucia in siria,seleucia,,,perona,perona
,,,,,,,cinopodes,Cinopodes,,,,,philenorum are,are philanorum,tyrus,tyrus,,,nola,nola
,,,,,,,circapolis,Circapcolis,,,,,italicus s.,ytalicus sinus,sidon c.,sidon,,,lincolina c.,lincolnia
,,,,,,,cisame,Cisame,,,,,man,insula man,tarsus,tarsus,,,meldis,latimacus
,,,,,,,citherea i.,Citherea,,,,,ethiopia calidissima,ethiopia calidissima,nicomedia,nichomedia,,,celdara,celdara
,,,,,,,clarus m.,Clarus mons,,,,,creta,creta,nicaea,nicea,,,lempnos i.,lempnos
,,,,,,,claudiopolis,Claudiopolis,,,,,colonia,colonia,calcedonia c.,calcedonia,,,maculea,Maculea
,,,,,,,climax m.,Climax,,,,,homines canescunt in iuventute et nigrescunt in senectute,homines canescunt in iuventute,sardis,sardis,,,ravenna,ravenna
,,,,,,,clipea,Clipea,,,,,hispania,hispania,ilium,ilium,,,gesortia,Gesortia
,,,,,,,coaspis,Coaspis,,,,,brundisium,brundiston,ephesus,ephesus,,,magontia,magoncia
,,,,,,,cocadrillus,Cocodrilli,,,,,termineus s.,sinus termineus,pergamus,pergamus,,,amphipolis,amfipolis
,,,,,,,colonia,Colonia,,,,,excester,excester,tyatira c.,tiatire,,,panda,panda
,,,,,,,colubraria i.,colubraria,,,,,stanford,stanford,samaria r.,samarie,,,pisidia,persidia
,,,,,,,commagena,Commagena,,,,,propontides i.,propontides insula,betthaven c.,betthaven,,,phiaroth,Phiaroth
,,,,,,,constantia,Constantia,,,,,malichu i.,malicus insule,samaria c.,samaria,,,berwicia,berwicia
,,,,,,,constantinopolis,Constantinoplis,,,,,armenie m.,mons armenie,cesarea in palestine,cesarea,,,ophir,ophir
,,,,,,,convenarum,Convenarum,,,,,wintonia,wyntonia,nazareth,nazareth,,,augusta,augusta
,,,,,,,corcyra,Corcira,,,,,tanais fl.,fluvius tanays,chorazin,corozaim,,,scrobesberia,Scrobesberia
,,,,,,,cordoba,Corduba,,,,,samaria i.,samaria insula,bethsaida,bethsaida,,,roma,roma
,,,,,,,corinthus c.,Corinthius,,,,,sardinia,sardinia,tiberias,tyberias,,,olerun i.,olerun
,,,,,,,cornelli forum,Cornelli forum,,,,,bactria r.,blactrica,cana,cana,,,passaei,pazaei
,,,,,,,cornicularia,Cornicularia,,,,,gorgades i.,gorgades insula,capernaum,capharnaum,,,provincia r. ,provincia
,,,,,,,chorazin,Corozaim,,,,,achaia,acaya,naim,naim,,,membriona,membriona
,,,,,,,corsica,Corsica,,,,,abidos i.,abidos,jerusalem,ierusalem,,,excester,Excestria
,,,,,,,cosium,Cosium,,,,,media r.,media,bethlehem,bethleem,,,quedlinburgum,Quidelingburgh
,,,,,,,creta,Creta,,,,,bethlehem,betleem,jericho,ierico,,,pictavis c.,pictavis
,,,,,,,crise,Crise,,,,,tigris fl.,[tigris fl.],hebron,ebron,,,cinocephales,Cinocephales
,,,,,,,cristoas,Crisortoas,,,,,paradisus,[paradisus],constantinopolis,constantinopolis,,,ramesses,ramesse
,,,,,,,cucim c.,Cucim oppidum,,,,,euphrates fl.,[euphrates fl.],panisus,panisus,,,remis,remis
,,,,,,,cyprium mare,Cyprium,,,,,,,nicopolis,nichopolis,,,louthian,Louthian
,,,,,,,cyprus,Cyprus,,,,,,,cesarea philippi,philippis,,,andegavis c.,Andegauis
,,,,,,,cirene,Cyrene,,,,,,,sestos c.,sestos,,,mirrea,Mirrea
,,,,,,,dacia,Daci,,,,,,,attica,attica,,,eurus v.,eurus
,,,,,,,dalmatia,Dalmatia,,,,,,,athena,athene,,,leona,Leona
,,,,,,,delminium c.,Dalmis,,,,,,,thessalonica,thessalonica,,,eudemon,eudemon
,,,,,,,damascus,Damascus,,,,,,,larissa,larissa,,,gandersum,Camder
,,,,,,,dan fl.,Dan ,,,,,,,corinthus c.,corinthus,,,epirus,Ipirum
,,,,,,,danaper fl.,Danapes,,,,,,,thebe in boeotia,thebe,,,wintonia,Wintonia
,,,,,,,danubius fl.,Danubius,,,,,,,tafnis,tafnes,,,petavium,Petauium
,,,,,,,dara fl.,Dara,,,,,,,memphis,menphis,,,letheus fl. ,lethon
,,,,,,,decusa,Decusa,,,,,,,heliopolis,eliopolis,,,planasia i.,Planasia
,,,,,,,delos i.,Delos,,,,,,,pelusium c.,pelusium,,,siracusa,Siracusa
,,,,,,,delphi,Delphi,,,,,,,alexandria bucefola,alexandria bucefola,,,saldis c.,Saldis
,,,,,,,delsephon,Delsephon,,,,,,,alexandria montuosa,alexandria montuosa,,,safris,nucudsafris
,,,,,,,derbant,Derbant,,,,,,,alexandria apud porum,alexandria apud porum,,,adiabeni,Adiabeni
,,,,,,,didime i.,Didime,,,,,,,alexandria in scythia,alexandria in scithia,,,rothomagum,Rotomagum
,,,,,,,dioscorus,Dioscorus,,,,,,,alexandria apud babilonia,alexandria apud babilonem,,,euboea,euboea
