,,,,,,,dirracium,Dirracium,,,,,,,alexandria in egyptus c.,alexandria in egipto,,,magdeburgis,Magaddesburg
,,,,,,,domin,Domin,,,,,,,alexandria apud massagete,alexandria apud massagetas,,,pelusium c.,Pelasium
,,,,,,,donimus,Donimus,,,,,,,alexandria apud orgalas,alexandria apud orgalas,,,calabria r.,Recum
,,,,,,,dordonia,Dordonia,,,,,,,alexandria apud granicum,alexandria apud granicum,,,isauria,Ysauria
,,,,,,,dorstedas,Dorstedas,,,,,,,alexandria apud troadem,alexandria apud troadem,,,vercellis,Vercellis
,,,,,,,dravus fl.,Drabo,,,,,,,alexandria iuxta tigris,alexandria iuxta tigrum,,,tolosa,tolosa
,,,,,,,draco,Draco,,,,,,,alexandria apud sanctum,alexandria apud sanctum,,,icusia,Ycusia
,,,,,,,durentia,Durentia,,,,,,,libia cirenensis,libie cyrenensis,,,ruzazus,Brusutus
,,,,,,,durius,Durius,,,,,,,cirene,cyrene,,,nimpolis,Nimpolis
,,,,,,,eborica,Ebroas,,,,,,,parthenium,parthenium,,,holandia,Holandia
,,,,,,,ebos fl.,Ebrus ,,,,,,,berenice in libya c.,beronice,,,salerna,Salerna
,,,,,,,ebusus i.,Ebusus,,,,,,,apollonia c.,apollonia,,,marinia i.,Marinia
,,,,,,,echbatanis,Echbatanis,,,,,,,ptolomais,ptolomais,,,ptolomais,Tholomaida
,,,,,,,ctesiphon,Ectesifon,,,,,,,hadrumetum,adrumetum,,,beneventum,Beneuentus
,,,,,,,edessa,Edissa,,,,,,,roma,roma,,,aquileia,Aquileya
,,,,,,,edua,edua,,,,,,,alba,alba,,,capraria i.,Capraria
,,,,,,,aegeum mare,Egeum,,,,,,,capua,capua,,,sarmate g.,Sarmate
,,,,,,,egyptus d.,Egypti deserta,,,,,,,beneventum,beneventum,,,commagena,Comagena
,,,,,,,egyptus plana,Egypti plana,,,,,,,sepontus,sepontus,,,noricus,Noricus
,,,,,,,egyptium mare,Egytium,,,,,,,neapolis,neapolis,,,fenicus i.,Fencusa
,,,,,,,egyptus,Egyptus,,,,,,,tiber c.,tibur,,,ioppe,Iope
,,,,,,,egyptus inferior,Egyptus inferior,,,,,,,hostia,hostia,,,tyrus,Tirus
,,,,,,,egyptus superior,Egyptus superior,,,,,,,luna,lunis,,,ipodes,Ipopodes
,,,,,,,elam,Elam,,,,,,,mediolanum,mediolanum,,,normannia,Normannia
,,,,,,,elamite,Elamite,,,,,,,tycinum,ticinum seu papia,,,vienne,Vienna
,,,,,,,elefantes,Elefantes,,,,,,,papia,ticinum seu papia,,,patras,Patras
,,,,,,,hellada,Elladas ,,,,,,,brixia,brixia,,,marsala,Libia
,,,,,,,hellespontus,Ellespontus,,,,,,,verona,verona,,,brusias,Brusias
,,,,,,,emaus,Emaus,,,,,,,ravenna,ravenna,,,aquitania,aquitania
,,,,,,,emerita,Emerita,,,,,,,mantua,mantua,,,delminium c.,Delinum
,,,,,,,emilia,Emilia,,,,,,,cremona,cremone,,,campania,Campania
,,,,,,,moisselon emporium,Emporium Moisselon,,,,,,,aquileia,aquileia,,,argire,Argire
,,,,,,,engloisma,Engloisma,,,,,,,calabria r.,calabria,,,rages c.,Rages
,,,,,,,enoch,Enoch,,,,,,,tarentus,tarentum,,,muneth,Muneth
,,,,,,,enon,Enon,,,,,,,colonia,colonia,,,laodicia,Laodiciam 
,,,,,,,eous o.,Eous,,,,,,,magontia,magunciacus,,,humber fl.,Humber
,,,,,,,ephesus,ephesus,,,,,,,salzeburg,salzeburch,,,suessionum,Suesia
,,,,,,,epiphania,epiphania,,,,,,,ratisbona,radisbona,,,massagete g.,Massagete
,,,,,,,epiroea,Epiroea,,,,,,,herbipolis,herbipolis,,,theman,Theman
,,,,,,,epirus,Epirus,,,,,,,argentora,argentina,,,ratisbona,Remesburgh
,,,,,,,equinus,Equinus,,,,,,,basilea c.,basilea,,,orcades i.,Orcades
,,,,,,,eraclea in asia minor,Eraclea,,,,,,,treveris c.,treveris,,,valeria,Valeria 
,,,,,,,eraclea in boeotia,Eraclea,,,,,,,senonis,senonis,,,isara fl.,Fluuius Eysa
,,,,,,,eraclea in pannonia,Eraclea,,,,,,,vesontio,vesontium,,,menix i.,Menix
,,,,,,,eraus,Eraus,,,,,,,lugdunum,lugdunum,,,gortina,Gortina
,,,,,,,erea,Erea,,,,,,,rothomagum,rothomagus,,,teman,Theman
,,,,,,,eridanus,Eridanus,,,,,,,remis,remis,,,antalia,Atalia
,,,,,,,ericusa i.,Erifusa,,,,,,,arelatum,arelas,,,paflagonia,Paflagonia
,,,,,,,erimantus,Erimantus,,,,,,,vienne,vienna,,,miletus,Miletus
,,,,,,,hermus fl.,Ermus,,,,,,,darantasia,daranthasia,,,liburnia c.,Layburna
,,,,,,,hesperia c.,Esperia,,,,,,,ebredunum,ebredunum,,,concordia,Concordia
,,,,,,,hesperidum i.,Esperidum,,,,,,,bituris c.,bituris,,,tafnis c.,Tafnis
,,,,,,,ethiemens,Ethiemens,,,,,,,turonis,turonis,,,lixus c.,Lixcolis
,,,,,,,ethiopia,Ethiopia,,,,,,,burdigala,burdegala,,,cassiopia,Cassiopia
,,,,,,,ethiopia occidentalis,Ethiopica Egyptus,,,,,,,tolosa,tholosa,,,toletum,Toletum
,,,,,,,ethiopia egyptus,Ethiopica Egyptus,,,,,,,narbona c.,narbona,,,aquensis,Aquesia
,,,,,,,ethiopia orientalis,Ethiopica India,,,,,,,pamplona,pamphilonia,,,strasburg,Straburh
,,,,,,,ethiopia india,Ethiopica India,,,,,,,osca,osca,,,armachus,Arhmaca
,,,,,,,etruria,Etruria ,,,,,,,barcinona,barzinona,,,praga,Braga
,,,,,,,euphrates fl.,Eufrates,,,,,,,terracona c.,tarracona,,,gaba saulis,Sabaa
,,,,,,,europa,Europa,,,,,,,tortosa,torthosa,,,judei g.,iudei
,,,,,,,euxinus pontus,Eusinus Pontus,,,,,,,cartago in hispania,kartago,,,brundisium,Brundisium
,,,,,,,euxis fl.,Eusis ,,,,,,,valencia,valentia,,,thessalia,Thessalia
,,,,,,,evilath,Evilath,,,,,,,cordoba,corduba,,,coblencia,Fluencia
,,,,,,,evonia,Evonia,,,,,,,girona,gerunda,,,veredunus,Veredunum
,,,,,,,exargus,Exargus,,,,,,,hispalis,hispalis,,,paphos,Paphus
,,,,,,,farat,Farath,,,,,,,cesar augusta c.,cesaraugusta,,,cantuaria,Canturia 
,,,,,,,farus,Farus,,,,,,,toletum,toletium,,,catania,Canna
,,,,,,,fasidis,Fasidis,,,,,,,cartago in africa,kartago,,,oxonium,Oxenford
,,,,,,,fauni,Fauni ,,,,,,,hippo c.,hippus,,,northhumbria,Norhumbria
,,,,,,,fenicus i.,Fenicus,,,,,,,megala,megala,,,ficaria i.,Ficaria
,,,,,,,ferrea,Ferrea,,,,,,,cesaria in mauritania,cesarea,,,malichu i.,malichu
,,,,,,,festia,Festia,,,,,,,leptis,leptis,,,carlua,Carlua
,,,,,,,flaminia,Flaminia,,,,,,,bizacium c.,bizantium,,,frisones g.,Frisones
,,,,,,,fontes,Fontes,,,,,,,clipea,clipea,,,achaia,Acaya 
,,,,,,,formica,Formice,,,,,,,,,,,ilium,Hilium
,,,,,,,fortunate,Fortunate,,,,,,,,,,,illiricum r.,Illiricus
,,,,,,,forum julii,Forum Iulii,,,,,,,,,,,velabri g.,Welabri
,,,,,,,franci g.,Franci,,,,,,,,,,,numidia,Numidia
,,,,,,,francia,Francia,,,,,,,,,,,igicolis,Ygicolis
,,,,,,,frigia,Frigia,,,,,,,,,,,laude ,Laude 
,,,,,,,frigia maior,Frigia maior,,,,,,,,,,,phanagoria,Penagorgea
,,,,,,,frigia minor,Frigia minor,,,,,,,,,,,media r.,Medea
,,,,,,,frisia,Frisia,,,,,,,,,,,tuscia,Tuscia
,,,,,,,futensis,Futensis,,,,,,,,,,,turringia,Turingia
,,,,,,,futh,Futh,,,,,,,,,,,aegeum mare,Egea
,,,,,,,gades,Gades,,,,,,,,,,,tenedes i.,Tenedes
,,,,,,,gaditanum fretum,Gaditanum fretum,,,,,,,,,,,hibea,Hibea
,,,,,,,galathe,Galathe,,,,,,,,,,,gauloena,Gauloena
,,,,,,,galatia,Galathia,,,,,,,,,,,uluestria,Vluestria
,,,,,,,galgala,Galgala,,,,,,,,,,,galatia,Galaria
,,,,,,,galigardamena,Galigardamena,,,,,,,,,,,panopolis,Pelipolis
,,,,,,,galilea,Galilea,,,,,,,,,,,troia,Troia
,,,,,,,galli g.,Galli,,,,,,,,,,,aphrodisia,Frondisia
,,,,,,,gallia,Gallia,,,,,,,,,,,minorca,Minorga
,,,,,,,gallia belgica,Gallia Belgica,,,,,,,,,,,lemovica,Limogena
,,,,,,,gallia celtica,Gallia Celtica,,,,,,,,,,,champania,Campania
,,,,,,,gallia cisalpina,Gallia Cisalpina,,,,,,,,,,,grifes,griphes
,,,,,,,gallia narbonensis,Gallia Narbonensis,,,,,,,,,,,parthia r.,parthia
,,,,,,,gallia translapina,Gallia Transalpina,,,,,,,,,,,andrianopolis,Peliopolis
,,,,,,,galicia,Galicia,,,,,,,,,,,palencia,Palencia
,,,,,,,gallicum mare,Gallicum,,,,,,,,,,,colubraria i.,Colubraria
,,,,,,,galloreci,Gallocreci,,,,,,,,,,,sile c.,Sile
,,,,,,,gangarida,Gangarida,,,,,,,,,,,philippi in macedonia,Philippus
,,,,,,,gangines ethiopes,Gangines Ethiopes,,,,,,,,,,,leo,leo
,,,,,,,ganges fl.,Gangis ,,,,,,,,,,,zadar pula,Adrepola
,,,,,,,garema,Garama,,,,,,,,,,,ancona,Ancona
,,,,,,,garamantes,Garamanti,,,,,,,,,,,idrontum,Ydrontum
,,,,,,,gargala,Gargala,,,,,,,,,,,aulona,Aulona
,,,,,,,garonna,Garonna,,,,,,,,,,,basilicus,Basiliscus
,,,,,,,gaudonia,Gaudonia,,,,,,,,,,,geon fl.,gion
,,,,,,,gaulonum i.,Gaulonum,,,,,,,,,,,agregentum,Agrigene
,,,,,,,gaza,Gaza,,,,,,,,,,,alticium,Alticium
,,,,,,,gazari g.,Gazari,,,,,,,,,,,man,Man
,,,,,,,gehenna,Gehenna,,,,,,,,,,,crisolida i.,Criselida
,,,,,,,gelboe m.,Gelboe,,,,,,,,,,,arabona,Arabona
,,,,,,,geloni,Geloni,,,,,,,,,,,pathmos,Pathmos
,,,,,,,gennesar l.,Genesareth,,,,,,,,,,,leodium,Leodium
,,,,,,,gennabus,Gennabus,,,,,,,,,,,tarentus,Tarentum
,,,,,,,germania,Germania,,,,,,,,,,,regordane,Recordanorum
,,,,,,,getulia,Geth ,,,,,,,,,,,cornubia,Cornubia
,,,,,,,gethsuri,Gethsuri,,,,,,,,,,,modin,Modin
,,,,,,,gigantes,Gigantes,,,,,,,,,,,cimeracum c.,Cimeracum
,,,,,,,gog,Gog,,,,,,,,,,,thasos,Thasos
,,,,,,,goren,Goren,,,,,,,,,,,aragona,Aragona
,,,,,,,gorgades i.,Gorgodes,,,,,,,,,,,tenedos i.,Tenedos
,,,,,,,gorgoneos,Gorgoneos,,,,,,,,,,,cephalenta,Cephalenta
,,,,,,,gortina,Gortina,,,,,,,,,,,caul i.,Caul
,,,,,,,gothia,Gothi,,,,,,,,,,,cordoba,Corduba
,,,,,,,gratianopolis,Gratianopolis,,,,,,,,,,,mediolanum,Mediolanum
,,,,,,,grecia,Grecia,,,,,,,,,,,siluacolis,Siluacolis
,,,,,,,grifes,Grifi,,,,,,,,,,,santonum,Sentungia
,,,,,,,guisara,Guisara,,,,,,,,,,,terasia,Terasia
,,,,,,,gutalas,Gutalas,,,,,,,,,,,jaca,Yake
,,,,,,,geon fl.,Gyon,,,,,,,,,,,festia,festia insula
,,,,,,,hadrumetum,Hadrumetus,,,,,,,,,,,prienna,Prienna
,,,,,,,hai,Hai,,,,,,,,,,,hippo r.,ippone
,,,,,,,heliopolis,Heliopolis,,,,,,,,,,,hippo c.,ippone
,,,,,,,helles fl.,Helles,,,,,,,,,,,cezilie,Cezilie
,,,,,,,helvetii,Helvetii,,,,,,,,,,,carambis,Carambis
,,,,,,,columpne herculis,Herculis Columpne,,,,,,,,,,,lucania,Lucania
,,,,,,,heriforum,Heriforum,,,,,,,,,,,placentia,Placencia
,,,,,,,hermon m.,Hermon,,,,,,,,,,,daphnai,Dafnus
,,,,,,,hiberia inferior,Hiberia inferior,,,,,,,,,,,hellada,hellada
,,,,,,,hiberia superior,Hiberia superior,,,,,,,,,,,monoculi,monoculi
,,,,,,,hibericum mare,Hibericum,,,,,,,,,,,valencia,Galencia
,,,,,,,hibernia,Hibernia,,,,,,,,,,,beuerlacum,Beuerlacum
,,,,,,,hiberis fl.,Hiberus,,,,,,,,,,,dan fl.,dan
,,,,,,,hyrcani g.,Hircani,,,,,,,,,,,florencia,Florencia
,,,,,,,hispania,Hispania,,,,,,,,,,,galata i.,Galata
,,,,,,,hispanicum mare,Hispanicum,,,,,,,,,,,wie fl.,Wie
,,,,,,,psambari,Auribus carentes,,,,,,,,,,,salamis i.,Salami
,,,,,,,bicipites,Bicipites,,,,,,,,,,,murduacia,Murduacia
,,,,,,,linguis carentes,Linguis carentes,,,,,,,,,,,piscinus,Piscinus
,,,,,,,sine naribus ,Naribus carentes,,,,,,,,,,,gloucester,Glearum
,,,,,,,quatuor oculos,Quatuor oculos habentes,,,,,,,,,,,parnassus m.,Parnasus
,,,,,,,labro prominente g.,Qui labro subteriori faciem tegunt,,,,,,,,,,,caribdis,Caribdis
,,,,,,,qui nunquam igne utuntur,Qui nunquam igne utuntur,,,,,,,,,,,cilicia,Cilicia
,,,,,,,qui se in mare precipitant,Qui se in mare precipitant,,,,,,,,,,,hister fl.,Hister
,,,,,,,ora conserta g.,Ore carentes,,,,,,,,,,,northampton,Northamtonia
,,,,,,,sine capite,sine capite,,,,,,,,,,,ionia,Yonia
,,,,,,,solis carnibus viventes,Solis carnibus viventes,,,,,,,,,,,fronsacea,Fronsacea
,,,,,,,horeb m.,Hor,,,,,,,,,,,favonius v.,Favonius
,,,,,,,horrea josep,horrea Ioseph,,,,,,,,,,,cachinna,Cachinna
,,,,,,,hrohes,Hrohes,,,,,,,,,,,capua,Capua
,,,,,,,hus,Hus,,,,,,,,,,,verona,verona
,,,,,,,hylerdis c.,Hylerdis,,,,,,,,,,,mahuon,mahun
,,,,,,,hyperboreus,Hyperboreus,,,,,,,,,,,italia,Italia
,,,,,,,hyrcania inferior,Hyrcania inferior,,,,,,,,,,,himantipodes,Himantopodes
,,,,,,,hyrcania superior,Hyrcania superior,,,,,,,,,,,luceni,Luceni
,,,,,,,hystmos,Hystmos,,,,,,,,,,,kircham,Kircham
,,,,,,,histria,Hystria,,,,,,,,,,,pisa,Pisa
,,,,,,,jaculus,Iaculus,,,,,,,,,,,nazareth,Nazaret
,,,,,,,iadera,Iadera,,,,,,,,,,,amonite,Amonne
,,,,,,,janua,Ianua,,,,,,,,,,,aberdene,Aberdene
,,,,,,,icarium mare,Icarium,,,,,,,,,,,caria,Caria
,,,,,,,iconium c.,Iconium,,,,,,,,,,,sciapodes,Scinopodes
,,,,,,,ictiofagorum i.,Ictiofagi,,,,,,,,,,,chania,Cidona
,,,,,,,idumea,Idumea,,,,,,,,,,,braga,Bragaria
,,,,,,,jericho,Ierico,,,,,,,,,,,apterophon,Apterophon
,,,,,,,jerusalem,Ierusalem,,,,,,,,,,,naxos,Naxon
,,,,,,,ilium,Ilium,,,,,,,,,,,seres g.,Seres
,,,,,,,illiricum r.,Illiricum,,,,,,,,,,,asher,Asen
,,,,,,,illiricus s.,Illiricus,,,,,,,,,,,melita,Hilta
,,,,,,,imolas,Imolas,,,,,,,,,,,cirera,Cirera
,,,,,,,incubi,Incubi,,,,,,,,,,,londonia,londonia
,,,,,,,india,India que finem facit,,,,,,,,,,,apulia,apulia
,,,,,,,india,India que mittit ad Medos,,,,,,,,,,,lausana,Losana
,,,,,,,india,India que mittit ad Parthos,,,,,,,,,,,tracia r.,Trucia
,,,,,,,indicus o.,Indicus,,,,,,,,,,,euphrates fl.,Eufrates
,,,,,,,indus fl.,Indus,,,,,,,,,,,ely,Ely
,,,,,,,iona fl.,Iona,,,,,,,,,,,geneva,Genaua
,,,,,,,ionium mare,Ionium,,,,,,,,,,,cartenna,Cirtenna
,,,,,,,ioppe,Ioppe,,,,,,,,,,,thessalonica,Thessalonica
,,,,,,,jor fons,Ior,,,,,,,,,,,bayona,Bayona
,,,,,,,jordanis fl.,Iordanis,,,,,,,,,,,agriophagi ethiopes,Agriophagi Ethiopes
,,,,,,,italia,Italia,,,,,,,,,,,gomor,Gomor
,,,,,,,judea,Iudea,,,,,,,,,,,nichasii m.,Mons Nichasii
,,,,,,,junonia,Iunonia,,,,,,,,,,,yne fl.,Fluuius Yne
,,,,,,,juranus,Iuranus,,,,,,,,,,,ouse fl.,Fluuius Use
,,,,,,,carnotum,Karnotum,,,,,,,,,,,libeum m.,Mons Libeum
,,,,,,,canusius,Kanusius,,,,,,,,,,,sancti jacobi templum,templum sancti iacobi
,,,,,,,lacedemonia c.,Lacedemonia,,,,,,,,,,,antiochia in pisidia,Antiochet
,,,,,,,lacedemonia r.,Lacedemonia,,,,,,,,,,,ostrochena,Ostrochena
,,,,,,,langlaria,Langlaria,,,,,,,,,,,albana fl.,Albana Fluuius
,,,,,,,laodicia,Laodicia,,,,,,,,,,,salinarus lacus,Lacus Salinarum
,,,,,,,lanius,Lanius,,,,,,,,,,,alexandria in egyptus c.,Alexandria
,,,,,,,larissa,larissa,,,,,,,,,,,bersabee,Bersabee
,,,,,,,lates fl.,Lasec,,,,,,,,,,,cyprus in mare rubrum,Ciprus
,,,,,,,laudunus,laudunus,,,,,,,,,,,apollonia promontorium,Promunctorium Appollonis
,,,,,,,leapitinia,Leapitina,,,,,,,,,,,suevus m.,Mons Sueuus
,,,,,,,lebraha,Lebraha,,,,,,,,,,,frigia minor,Frigia Inferior
,,,,,,,lecenna,Lecenna,,,,,,,,,,,are alexandri,Aree Alexandri
,,,,,,,lemannus fl.,Lemannus,,,,,,,,,,,axona fl.,Fluuius Auxonta
,,,,,,,lemovica,Lemovica,,,,,,,,,,,sturi fl.,Fluuius Sturi
,,,,,,,leodium,Leodium,,,,,,,,,,,arna blanca fl.,Fluuius Arna Blanca
,,,,,,,leones,Leones,,,,,,,,,,,gallilcum mare,Mare Galilee
,,,,,,,leptis,leptis,,,,,,,,,,,genoa,Genua Ciuitas
,,,,,,,lesaria,lesaria,,,,,,,,,,,ganges fl.,Ganges Fluuius
,,,,,,,letheus fl.,Letheus,,,,,,,,,,,tyne fl.,fluuius tin
,,,,,,,leucaton,Leucaton,,,,,,,,,,,sirtes minores,sirtes minores
,,,,,,,leuti p.,Leuti portus,,,,,,,,,,,gelboe m.,mons gelboe
,,,,,,,libani m.,Libanus,,,,,,,,,,,tyle,ultima tile
,,,,,,,libia,Libia,,,,,,,,,,,garganus m.,Mons Garganus
,,,,,,,libia africana,Libia Africana,,,,,,,,,,,iconium c.,Yconium Ciuitas
,,,,,,,libia cirenensis,Libia Cirenensis,,,,,,,,,,,wadus fl.,Fluuius Wadus
,,,,,,,libia ethiopes,Libia Ethiopum,,,,,,,,,,,trenta fl.,Fluuius Trenta
,,,,,,,libia pentapolis,Libia Pentapolis,,,,,,,,,,,tabor m.,mons tabor
,,,,,,,libicum mare,Libicum,,,,,,,,,,,ansaga fl.,Amsiga Fluuius
,,,,,,,libie d.,Libie deserta,,,,,,,,,,,bactrus fl.,Bactrus Fluuius
,,,,,,,liburnia r.,Liburnia,,,,,,,,,,,cesarea in capadocie,Cesarea Ciuitas
,,,,,,,liburnicus s.,Liburnicus,,,,,,,,,,,cesarea philippi,Cesarea Philippi
,,,,,,,licaonia,Licaonia,,,,,,,,,,,transitus hebreorum,Transitus Filiorum Israel
,,,,,,,licia,Licia,,,,,,,,,,,stipa i.,Stipa Insula
,,,,,,,lidia,Lidia,,,,,,,,,,,hungari g.,Huni Sithe
,,,,,,,ligeris fl.,Ligeris,,,,,,,,,,,caspia c.,Caspia Ciuitas
,,,,,,,liguria,Liguria,,,,,,,,,,,dee fl.,Fluuius De
,,,,,,,liguricus s.,Liguricus,,,,,,,,,,,petaurus fl.,Fluuius Metaurus
,,,,,,,lilibeum,Lilibeum,,,,,,,,,,,dimidia tribus manasse,Dimidia tribus Manasse
,,,,,,,lingonum,Lingonum,,,,,,,,,,,india,India
,,,,,,,listra,Listris,,,,,,,,,,,mirabilis i.,Insula Mirabilis
,,,,,,,lixus c.,Lix ,,,,,,,,,,,araris fl.,Fluuius Araris
,,,,,,,lixus fl.,Lixus,,,,,,,,,,,britannia,Brittania 
,,,,,,,lorum,Lorum,,,,,,,,,,,nicaeas,Niceas
,,,,,,,lotharingia,Lotharingia,,,,,,,,,,,archa noe,Archa Noe
,,,,,,,lucania,Lucania,,,,,,,,,,,tamar fl.,Fluuius Tamar
,,,,,,,luceria,Luceria,,,,,,,,,,,cotonare p.,Cotomare Portus
,,,,,,,luceni,Lucerni,,,,,,,,,,,suavia c.,Suauia 
,,,,,,,lugdunum,Lugdunensis,,,,,,,,,,,torrens cison,Fluuius Torrens Cison
,,,,,,,lugdunum,Lugdunus,,,,,,,,,,,athos m.,Mons Athlans
,,,,,,,luxovium,Luxovium,,,,,,,,,,,mortuum mare,Mare Mortuum
,,,,,,,liparis i.,Lypparis,,,,,,,,,,,alexandri are,Altars of Alexander
,,,,,,,macedonia,Macedonia,,,,,,,,,,,aven fl.,Fluuius Auen
,,,,,,,macedonicus s.,Macedonicus,,,,,,,,,,,pangaeus m.,Mons Priangeus
,,,,,,,magdalus c.,Magdalum,,,,,,,,,,,ramaca c.,Ramaca Ciuitas
,,,,,,,grecia magna,Magna Grecia,,,,,,,,,,,colchorum r.,Colcorum Prouincia
,,,,,,,magnum mare,Magnum,,,,,,,,,,,ichene fl.,Fluuius Ene
,,,,,,,magog,Magog,,,,,,,,,,,sefar m.,Mons Sephar
,,,,,,,magolona,Magolona,,,,,,,,,,,nicaea,Nicea Ciuitas
,,,,,,,magontia,Maguntia,,,,,,,,,,,moin fl.,Fluuius Moin
,,,,,,,malichu i.,Malius,,,,,,,,,,,adria c.,Adria
,,,,,,,malva fl.,Malua,,,,,,,,,,,ticinus fl.,Fluuius Ticinus
,,,,,,,mantua,Mannia,,,,,,,,,,,abidos c.,Abidos Ciuitas
,,,,,,,manticora,Manticora,,,,,,,,,,,cristoas,Cristoas Ciuitas 
,,,,,,,mara,Mara,,,,,,,,,,,boetis fl.,Fluuius Boetis
,,,,,,,marcomanni,Marcomanni,,,,,,,,,,,scilla i.,scilla
,,,,,,,margus,Margus,,,,,,,,,,,halasa c.,Hersura
,,,,,,,marmini,marmaredes,,,,,,,,,,,histria,Histria cum Liburnia
,,,,,,,maroch,Maroch,,,,,,,,,,,liburnia r.,Histria cum Liburnia
,,,,,,,martionopolis,Martionopolis,,,,,,,,,,,tigris fl.,Tigris
,,,,,,,massilia,Massilia,,,,,,,,,,,benacus lacus,Lacus Bennacus
,,,,,,,matisconum,Matisconum,,,,,,,,,,,septem m.,Septem Montes
,,,,,,,matrona,Matrona,,,,,,,,,,,arabia,Arabica
,,,,,,,mauritania,Mauritania,,,,,,,,,,,tize fl.,Fluuius Tize
,,,,,,,mauritania cesariensis,Mauritania Cesariensis,,,,,,,,,,,cicone g.,cicone
,,,,,,,mauritania sitifensis,Mauritania Sitifensis,,,,,,,,,,,nilus,nilus
,,,,,,,mauritania tingitana,Mauritania Tingitana,,,,,,,,,,,morinus fl.,Fluuius Morinus
,,,,,,,mauritanicum mare,Mauritanicum,,,,,,,,,,,sabrata,Sabrata Ciuitas
,,,,,,,meander,Meander,,,,,,,,,,,tortosa,Tortosa
,,,,,,,media r.,Media,,,,,,,,,,,oliveti m.,Mons Oliueti
,,,,,,,mediolanum,Mediolanum,,,,,,,,,,,hiberis fl.,Fluuius Hiber
,,,,,,,mediomatricum c.,Mediomatricum,,,,,,,,,,,arminium,Arminium
,,,,,,,megara,Megara,,,,,,,,,,,wauth fl.,Fluuius Wauth
,,,,,,,meldis,Meldis,,,,,,,,,,,salze fl.,Fluuius Salze
,,,,,,,melena,Melena,,,,,,,,,,,taurus m.,Mons Taurus
,,,,,,,melita,Melita,,,,,,,,,,,gilead m.,Mons Galaauth
,,,,,,,melos i.,Melos,,,,,,,,,,,durdan fl.,Fluuius Durdan
,,,,,,,memarmoli m.,Memarmoli,,,,,,,,,,,adrumetus,adrumetus
,,,,,,,membriona,Membriona,,,,,,,,,,,mediterraneum mare,Mare Mediteranea
,,,,,,,menapi,Menapi,,,,,,,,,,,bosphorus,Boffarum Trachius
,,,,,,,menela c.,Menela,,,,,,,,,,,pindus m.,Mons Findus
,,,,,,,menelaus m.,Menelaus,,,,,,,,,,,polibota,Pobrotta
,,,,,,,memphis,Menphis,,,,,,,,,,,atlantica d.,Tlantica Deserta
,,,,,,,meotides paludes,Meotide Paludes,,,,,,,,,,,cimericum mare,Cimerisum Mare
,,,,,,,meroe i.,Meroe,,,,,,,,,,,nadaver,Naddaber
,,,,,,,moesia,Mesia,,,,,,,,,,,molans m.,Mons Molans
,,,,,,,mesopotamia,Mesopotamia,,,,,,,,,,,exe fl.,Fluuius Exe
,,,,,,,messana,Messana,,,,,,,,,,,ligeris fl.,fluuius ligeris
,,,,,,,messia i.,messia,,,,,,,,,,,scicia c.,Scicia 
,,,,,,,messia c.,messia,,,,,,,,,,,neon i.,Neon Insula
,,,,,,,messicus s.,Messicus,,,,,,,,,,,samosaka c.,Samosaka 
,,,,,,,metis,Metis,,,,,,,,,,,cirene ,Cirene Ciuitas
,,,,,,,metona,Metona,,,,,,,,,,,alexandria apud babilonia,alexandria civitas
,,,,,,,mevania,Mevania,,,,,,,,,,,torrens jaboth,Torrens Iaboth
,,,,,,,miletus,Miletus,,,,,,,,,,,arecusa lacus,Arecusa Lacus
,,,,,,,mineus fl.,Mineus,,,,,,,,,,,aligardamana promuntorium,Promunctorium Aligardamana
,,,,,,,mirteum mare,Mirteum,,,,,,,,,,,bucefala ,Bucefala 
,,,,,,,mogona,Mogona,,,,,,,,,,,gaza,Gaza Ciuitas 
,,,,,,,monasteria monachorum egyptiorum,Monasteria Monachorum Egyptiorum,,,,,,,,,,,corvus fl.,Coruus Fluuius
,,,,,,,monopodes,Monopodes,,,,,,,,,,,bethlehem,Bethleem Ciuitas
,,,,,,,cassinus m.,Mons Cassinus,,,,,,,,,,,eunochi sithe g.,Eunochi Sithe
,,,,,,,morini,Morini,,,,,,,,,,,decusa,Decusa
,,,,,,,mortuum mare,Mortuum,,,,,,,,,,,are philenorum,philenorum are
,,,,,,,mosa fl.,Mosa,,,,,,,,,,,fortunate,Fortunate Insulee
,,,,,,,mosella,Mosella,,,,,,,,,,,sauromathe sithe g.,Sauromathe Sithe
,,,,,,,nabath,Nabath,,,,,,,,,,,monasteria sancti antonii,Monasteria Sancti Antonii
,,,,,,,nadaver,Nadaver,,,,,,,,,,,bencur,Bencur
,,,,,,,nametis,Namnetis,,,,,,,,,,,suffetula,Suffetula Ciuitas
,,,,,,,nani,Nani,,,,,,,,,,,helles fl.,Fluuius Helles 
,,,,,,,narbona c.,Narbona,,,,,,,,,,,oxus fl.,Oxus Fluuius
,,,,,,,narbonensis r.,Narbonenses,,,,,,,,,,,ossa m.,Mons Offa
,,,,,,,nasamones,Nasamones,,,,,,,,,,,ariobaranes m.,Montes Ariobarzones
,,,,,,,noxon,Noxon,,,,,,,,,,,ecusium,Ecusium Ciuitas
,,,,,,,nazareth,Nazareth,,,,,,,,,,,seres c.,Seres Ciuitas
,,,,,,,neapolis,Neapolis,,,,,,,,,,,ignium c.,Ygnium et Tipassa
